step,n_active,bounded_resident_qubits,bounded_transient_qubits,bounded_resident_dim,bounded_transient_dim
203,11,10,10,1024,1024
204,10,9,10,512,1024
205,10,9,9,512,512
206,10,9,9,512,512
207,10,9,9,512,512
208,10,9,9,512,512
209,11,9,9,512,512
210,11,9,9,512,512
211,11,9,9,512,512
212,10,10,10,1024,1024
213,10,10,10,1024,1024
214,10,10,10,1024,1024
215,9,9,10,512,1024
216,9,9,9,512,512
217,9,9,9,512,512
218,9,9,9,512,512
219,9,9,9,512,512
220,9,9,9,512,512
221,10,9,9,512,512
222,10,9,9,512,512
223,10,9,9,512,512
224,9,9,10,512,1024
225,9,9,9,512,512
226,9,9,9,512,512
227,9,9,9,512,512
228,9,9,9,512,512
229,9,9,9,512,512
230,9,9,9,512,512
231,9,9,9,512,512
232,9,9,9,512,512
233,9,9,9,512,512
234,9,9,9,512,512
235,9,9,9,512,512
236,9,9,9,512,512
237,9,9,9,512,512
238,9,9,9,512,512
239,9,9,9,512,512
240,9,9,9,512,512
241,9,9,9,512,512
242,9,9,9,512,512
243,9,9,9,512,512
244,9,9,9,512,512
245,9,9,9,512,512
246,9,9,9,512,512
247,9,9,9,512,512
248,9,9,9,512,512
249,9,9,9,512,512
250,9,9,9,512,512
251,9,9,9,512,512
252,9,9,9,512,512
253,9,9,9,512,512
254,9,9,9,512,512
255,9,9,9,512,512
256,9,9,9,512,512
257,9,9,9,512,512
258,9,9,9,512,512
259,9,9,9,512,512
260,9,9,9,512,512
261,9,9,9,512,512
262,10,9,9,512,512
263,10,9,9,512,512
264,10,9,9,512,512
265,10,9,9,512,512
266,10,9,9,512,512
267,10,9,9,512,512
268,10,9,9,512,512
269,11,9,9,512,512
270,11,9,9,512,512
271,11,9,9,512,512
272,11,9,9,512,512
273,11,9,9,512,512
274,11,9,9,512,512
275,11,9,9,512,512
276,11,9,9,512,512
277,11,9,9,512,512
278,11,9,9,512,512
279,11,9,9,512,512
280,12,9,9,512,512
281,12,9,9,512,512
282,12,9,9,512,512
283,12,9,9,512,512
284,12,9,9,512,512
285,12,9,9,512,512
286,12,9,9,512,512
287,12,9,9,512,512
288,12,9,9,512,512
289,12,9,9,512,512
290,12,9,9,512,512
291,12,9,9,512,512
292,12,9,9,512,512
293,12,9,9,512,512
294,12,9,9,512,512
295,12,9,9,512,512
296,12,9,9,512,512
297,12,9,9,512,512
298,12,9,9,512,512
299,12,9,9,512,512
300,12,9,9,512,512
301,12,9,9,512,512
302,12,9,9,512,512
303,12,9,9,512,512
304,12,9,9,512,512
305,12,9,9,512,512
306,12,9,9,512,512
307,12,9,9,512,512
308,12,9,9,512,512
309,12,9,9,512,512
310,12,9,9,512,512
311,12,9,9,512,512
312,12,9,9,512,512
313,12,9,9,512,512
314,12,9,9,512,512
315,12,9,9,512,512
316,12,9,9,512,512
317,12,9,9,512,512
318,12,9,9,512,512
319,12,9,9,512,512
320,12,9,9,512,512
321,12,9,9,512,512
322,12,9,9,512,512
323,12,9,9,512,512
324,12,9,9,512,512
325,12,9,9,512,512
326,12,9,9,512,512
327,12,9,9,512,512
328,12,9,9,512,512
329,12,9,9,512,512
330,12,9,9,512,512
331,12,9,9,512,512
332,13,9,9,512,512
333,13,9,9,512,512
334,13,9,9,512,512
335,13,9,9,512,512
336,13,9,9,512,512
337,13,9,9,512,512
338,13,9,9,512,512
339,13,9,9,512,512
340,13,9,9,512,512
341,13,9,9,512,512
342,13,9,9,512,512
343,13,9,9,512,512
344,13,9,9,512,512
345,13,9,9,512,512
346,13,9,9,512,512
347,13,9,9,512,512
348,13,9,9,512,512
349,13,9,9,512,512
350,13,9,9,512,512
351,13,9,9,512,512
352,13,9,9,512,512
353,13,9,9,512,512
354,13,9,9,512,512
355,13,9,9,512,512
356,14,9,9,512,512
357,14,9,9,512,512
358,14,9,9,512,512
359,14,9,9,512,512
360,14,9,9,512,512
361,14,9,9,512,512
362,14,9,9,512,512
363,14,9,9,512,512
364,13,9,10,512,1024
365,13,9,9,512,512
366,13,9,9,512,512
367,12,10,11,1024,2048
368,12,10,10,1024,1024
369,12,10,10,1024,1024
370,12,10,10,1024,1024
371,12,10,10,1024,1024
372,13,10,10,1024,1024
373,13,10,10,1024,1024
374,13,10,10,1024,1024
375,12,10,11,1024,2048
376,12,10,10,1024,1024
377,12,10,10,1024,1024
378,11,11,12,2048,4096
379,11,11,11,2048,2048
380,11,11,11,2048,2048
381,10,10,11,1024,2048
382,10,10,10,1024,1024
383,10,10,10,1024,1024
384,10,10,10,1024,1024
385,10,10,10,1024,1024
386,11,10,10,1024,1024
387,11,10,10,1024,1024
388,11,10,10,1024,1024
389,10,10,11,1024,2048
390,10,10,10,1024,1024
391,10,10,10,1024,1024
392,9,9,10,512,1024
393,9,9,9,512,512
394,9,9,9,512,512
395,9,9,9,512,512
396,9,9,9,512,512
397,9,9,9,512,512
398,10,9,9,512,512
399,10,9,9,512,512
400,10,9,9,512,512
401,9,9,10,512,1024
402,9,9,9,512,512
403,9,9,9,512,512
404,9,9,9,512,512
405,9,9,9,512,512
406,9,9,9,512,512
407,9,9,9,512,512
408,9,9,9,512,512
409,9,9,9,512,512
410,9,9,9,512,512
411,9,9,9,512,512
412,9,9,9,512,512
413,9,9,9,512,512
414,9,9,9,512,512
415,9,9,9,512,512
416,9,9,9,512,512
417,9,9,9,512,512
418,9,9,9,512,512
419,9,9,9,512,512
420,9,9,9,512,512
421,9,9,9,512,512
422,9,9,9,512,512
423,9,9,9,512,512
424,9,9,9,512,512
425,9,9,9,512,512
426,9,9,9,512,512
427,9,9,9,512,512
428,9,9,9,512,512
429,9,9,9,512,512
430,9,9,9,512,512
431,9,9,9,512,512
432,9,9,9,512,512
433,9,9,9,512,512
434,9,9,9,512,512
435,9,9,9,512,512
436,9,9,9,512,512
437,9,9,9,512,512
438,9,9,9,512,512
439,9,9,9,512,512
440,9,9,9,512,512
441,9,9,9,512,512
442,9,9,9,512,512
443,10,9,9,512,512
444,10,9,9,512,512
445,10,9,9,512,512
446,10,9,9,512,512
447,10,9,9,512,512
448,10,9,9,512,512
449,10,9,9,512,512
450,11,9,9,512,512
451,11,9,9,512,512
452,11,9,9,512,512
453,11,9,9,512,512
454,11,9,9,512,512
455,11,9,9,512,512
456,11,9,9,512,512
457,11,9,9,512,512
458,11,9,9,512,512
459,11,9,9,512,512
460,11,9,9,512,512
461,12,9,9,512,512
462,12,9,9,512,512
463,12,9,9,512,512
464,12,9,9,512,512
465,12,9,9,512,512
466,12,9,9,512,512
467,12,9,9,512,512
468,12,9,9,512,512
469,12,9,9,512,512
470,12,9,9,512,512
471,12,9,9,512,512
472,12,9,9,512,512
473,12,9,9,512,512
474,12,9,9,512,512
475,12,9,9,512,512
476,12,9,9,512,512
477,12,9,9,512,512
478,12,9,9,512,512
479,12,9,9,512,512
480,12,9,9,512,512
481,12,9,9,512,512
482,12,9,9,512,512
483,12,9,9,512,512
484,12,9,9,512,512
485,12,9,9,512,512
486,12,9,9,512,512
487,12,9,9,512,512
488,12,9,9,512,512
489,12,9,9,512,512
490,12,9,9,512,512
491,12,9,9,512,512
492,12,9,9,512,512
493,12,9,9,512,512
494,12,9,9,512,512
495,12,9,9,512,512
496,12,9,9,512,512
497,12,9,9,512,512
498,12,9,9,512,512
499,12,9,9,512,512
500,12,9,9,512,512
501,12,9,9,512,512
502,12,9,9,512,512
503,12,9,9,512,512
504,12,9,9,512,512
505,12,9,9,512,512
506,12,9,9,512,512
507,12,9,9,512,512
508,12,9,9,512,512
509,12,9,9,512,512
510,12,9,9,512,512
511,12,9,9,512,512
512,12,9,9,512,512
513,12,9,9,512,512
514,12,9,9,512,512
515,12,9,9,512,512
516,12,9,9,512,512
517,13,9,9,512,512
518,13,9,9,512,512
519,13,9,9,512,512
520,13,9,9,512,512
521,13,9,9,512,512
522,13,9,9,512,512
523,13,9,9,512,512
524,13,9,9,512,512
525,13,9,9,512,512
526,13,9,9,512,512
527,13,9,9,512,512
528,13,9,9,512,512
529,13,9,9,512,512
530,13,9,9,512,512
531,13,9,9,512,512
532,13,9,9,512,512
533,13,9,9,512,512
534,13,9,9,512,512
535,13,9,9,512,512
536,13,9,9,512,512
537,13,9,9,512,512
538,13,9,9,512,512
539,13,9,9,512,512
540,13,9,9,512,512
541,13,9,9,512,512
542,13,9,9,512,512
543,13,9,9,512,512
544,13,9,9,512,512
545,13,9,9,512,512
546,13,9,9,512,512
547,13,9,9,512,512
548,13,9,9,512,512
549,13,9,9,512,512
550,13,9,9,512,512
551,14,9,9,512,512
552,14,9,9,512,512
553,14,9,9,512,512
554,14,9,9,512,512
555,14,9,9,512,512
556,14,9,9,512,512
557,14,9,9,512,512
558,14,9,9,512,512
559,13,9,10,512,1024
560,13,9,9,512,512
561,13,9,9,512,512
562,12,10,11,1024,2048
563,12,10,10,1024,1024
564,12,10,10,1024,1024
565,12,10,10,1024,1024
566,12,10,10,1024,1024
567,12,10,10,1024,1024
568,13,10,10,1024,1024
569,13,10,10,1024,1024
570,13,10,10,1024,1024
571,12,10,11,1024,2048
572,12,10,10,1024,1024
573,12,10,10,1024,1024
574,11,11,12,2048,4096
575,11,11,11,2048,2048
576,11,11,11,2048,2048
577,10,10,11,1024,2048
578,10,10,10,1024,1024
579,10,10,10,1024,1024
580,10,10,10,1024,1024
581,10,10,10,1024,1024
582,11,10,10,1024,1024
583,11,10,10,1024,1024
584,11,10,10,1024,1024
585,10,10,11,1024,2048
586,10,10,10,1024,1024
587,10,10,10,1024,1024
588,9,9,10,512,1024
589,9,9,9,512,512
590,9,9,9,512,512
591,9,9,9,512,512
592,9,9,9,512,512
593,9,9,9,512,512
594,10,9,9,512,512
595,10,9,9,512,512
596,10,9,9,512,512
597,9,9,10,512,1024
598,9,9,9,512,512
599,9,9,9,512,512
600,9,9,9,512,512
601,9,9,9,512,512
602,9,9,9,512,512
603,9,9,9,512,512
604,9,9,9,512,512
605,9,9,9,512,512
606,9,9,9,512,512
607,9,9,9,512,512
608,9,9,9,512,512
609,9,9,9,512,512
610,9,9,9,512,512
611,9,9,9,512,512
612,9,9,9,512,512
613,9,9,9,512,512
614,9,9,9,512,512
615,9,9,9,512,512
616,9,9,9,512,512
617,9,9,9,512,512
618,9,9,9,512,512
619,9,9,9,512,512
620,9,9,9,512,512
621,9,9,9,512,512
622,9,9,9,512,512
623,9,9,9,512,512
624,8,8,9,256,512
625,8,8,8,256,256
626,8,8,8,256,256
627,7,7,8,128,256
628,7,7,7,128,128
629,7,7,7,128,128
630,7,7,7,128,128
631,6,6,7,64,128
632,6,6,6,64,64
633,6,6,6,64,64
634,5,5,6,32,64
635,5,5,5,32,32
636,5,5,5,32,32
637,5,5,5,32,32
638,5,5,5,32,32
639,5,5,5,32,32
640,4,4,5,16,32
641,4,4,4,16,16
642,4,4,4,16,16
643,4,4,4,16,16
644,3,3,4,8,16
645,3,3,3,8,8
646,3,3,3,8,8
647,2,2,3,4,8
648,2,2,2,4,4
649,2,2,2,4,4
650,1,1,2,2,4
651,1,1,1,2,2
652,1,1,1,2,2
653,1,1,1,2,2
654,0,0,1,1,2
655,0,0,0,1,1
656,0,0,0,1,1
657,0,0,0,1,1
658,0,0,0,1,1
659,0,0,0,1,1
