bench,wall_off_ms,wall_on_ms,speedup
coherent_d5_r5,147.12859597057104,145.7242569886148,1.0096369610041378
coherent_d3_r3,6.549102952703834,6.498358910903335,1.0078087471769768
cultivation_d5,640.8690558746457,624.0681591443717,1.026921573363571
coherent_ry_d3_r3,522.381778107956,524.2861958686262,0.9963675988883991
distillation,11.156808817759156,11.237494880333543,0.9928199244196682
