step,n_active,clifft_dense_bytes,ttn_stored_bytes,near_clifft_bytes,near_clifft_qubits,near_clifft_bytes_resident,near_clifft_qubits_resident,dense_over_ttn,dense_over_nc
0,0,16,16,30,0,30,0,1.0,0.5333333333333333
1,0,16,16,30,0,30,0,1.0,0.5333333333333333
2,0,16,16,30,0,30,0,1.0,0.5333333333333333
3,0,16,16,30,0,30,0,1.0,0.5333333333333333
4,0,16,16,30,0,30,0,1.0,0.5333333333333333
5,0,16,16,30,0,30,0,1.0,0.5333333333333333
6,0,16,16,30,0,30,0,1.0,0.5333333333333333
7,0,16,16,30,0,30,0,1.0,0.5333333333333333
8,0,16,16,30,0,30,0,1.0,0.5333333333333333
9,0,16,16,30,0,30,0,1.0,0.5333333333333333
10,0,16,16,30,0,30,0,1.0,0.5333333333333333
11,0,16,16,30,0,30,0,1.0,0.5333333333333333
12,0,16,16,30,0,30,0,1.0,0.5333333333333333
13,0,16,16,30,0,30,0,1.0,0.5333333333333333
14,0,16,16,30,0,30,0,1.0,0.5333333333333333
15,0,16,16,30,0,30,0,1.0,0.5333333333333333
16,0,16,16,30,0,30,0,1.0,0.5333333333333333
17,0,16,16,30,0,30,0,1.0,0.5333333333333333
18,0,16,16,30,0,30,0,1.0,0.5333333333333333
19,0,16,16,30,0,30,0,1.0,0.5333333333333333
20,0,16,16,30,0,30,0,1.0,0.5333333333333333
21,0,16,16,30,0,30,0,1.0,0.5333333333333333
22,0,16,16,30,0,30,0,1.0,0.5333333333333333
23,0,16,16,30,0,30,0,1.0,0.5333333333333333
24,0,16,16,30,0,30,0,1.0,0.5333333333333333
25,0,16,16,30,0,30,0,1.0,0.5333333333333333
26,0,16,16,30,0,30,0,1.0,0.5333333333333333
27,0,16,16,30,0,30,0,1.0,0.5333333333333333
28,0,16,16,30,0,30,0,1.0,0.5333333333333333
29,0,16,16,30,0,30,0,1.0,0.5333333333333333
30,0,16,16,30,0,30,0,1.0,0.5333333333333333
31,0,16,16,30,0,30,0,1.0,0.5333333333333333
32,0,16,16,30,0,30,0,1.0,0.5333333333333333
33,0,16,16,30,0,30,0,1.0,0.5333333333333333
34,0,16,16,30,0,30,0,1.0,0.5333333333333333
35,0,16,16,30,0,30,0,1.0,0.5333333333333333
36,0,16,16,30,0,30,0,1.0,0.5333333333333333
37,0,16,16,30,0,30,0,1.0,0.5333333333333333
38,0,16,16,30,0,30,0,1.0,0.5333333333333333
39,0,16,16,30,0,30,0,1.0,0.5333333333333333
40,0,16,16,30,0,30,0,1.0,0.5333333333333333
41,0,16,16,30,0,30,0,1.0,0.5333333333333333
42,0,16,16,30,0,30,0,1.0,0.5333333333333333
43,0,16,16,30,0,30,0,1.0,0.5333333333333333
44,0,16,16,30,0,30,0,1.0,0.5333333333333333
45,0,16,16,30,0,30,0,1.0,0.5333333333333333
46,0,16,16,30,0,30,0,1.0,0.5333333333333333
47,0,16,16,30,0,30,0,1.0,0.5333333333333333
48,0,16,16,30,0,30,0,1.0,0.5333333333333333
49,0,16,16,30,0,30,0,1.0,0.5333333333333333
50,0,16,16,30,0,30,0,1.0,0.5333333333333333
51,0,16,16,30,0,30,0,1.0,0.5333333333333333
52,0,16,16,30,0,30,0,1.0,0.5333333333333333
53,0,16,16,30,0,30,0,1.0,0.5333333333333333
54,0,16,16,30,0,30,0,1.0,0.5333333333333333
55,0,16,16,30,0,30,0,1.0,0.5333333333333333
56,0,16,16,30,0,30,0,1.0,0.5333333333333333
